track_id,frame,time,x,y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,conf
3750,1720,114.78,209,590,196,614,223,656,motor,0.747
3759,1720,114.78,74,409,55,436,94,455,motor,0.459
3765,1720,114.78,699,356,678,376,720,396,motor,0.675
3887,1720,114.78,252,586,242,617,263,652,motor,0.374
4075,1720,114.78,194,125,185,111,203,139,motor,0.37
4091,1720,114.78,378,425,372,462,384,473,non_motor,0.295
4103,1720,114.78,188,56,170,0,206,63,motor,0.379
3127,1721,114.85,769,477,745,502,794,531,motor,0.731
3595,1721,114.85,239,648,229,684,250,720,motor,0.445
3669,1721,114.85,591,329,576,350,607,366,motor,0.362
3750,1721,114.85,209,593,196,618,222,659,motor,0.826
3759,1721,114.85,74,409,55,436,94,455,motor,0.507
3765,1721,114.85,697,355,676,376,718,395,motor,0.786
3887,1721,114.85,252,589,242,620,263,655,motor,0.537
4075,1721,114.85,194,128,184,111,205,143,motor,0.467
4091,1721,114.85,378,425,372,461,384,473,non_motor,0.305
3127,1722,114.91,771,477,747,503,796,531,motor,0.744
3595,1722,114.91,240,648,230,688,250,720,motor,0.441
3669,1722,114.91,590,329,574,350,606,366,motor,0.415
3750,1722,114.91,209,597,196,623,223,664,motor,0.888
3759,1722,114.91,75,409,56,436,94,455,motor,0.441
3765,1722,114.91,694,355,673,376,716,395,motor,0.806
3887,1722,114.91,252,594,242,624,263,660,motor,0.578
4075,1722,114.91,195,132,184,113,206,147,motor,0.429
4091,1722,114.91,378,425,372,461,384,473,non_motor,0.332
4160,1722,114.91,271,89,260,52,283,99,motor,0.323
3127,1723,114.98,774,479,749,503,800,533,motor,0.823
3669,1723,114.98,589,329,573,350,605,366,motor,0.599
3750,1723,114.98,209,602,196,626,223,669,motor,0.806
3759,1723,114.98,75,408,56,436,94,454,motor,0.422
3765,1723,114.98,691,356,670,375,713,396,motor,0.846
3887,1723,114.98,252,597,242,629,263,664,motor,0.567
4091,1723,114.98,378,425,372,461,384,473,non_motor,0.349
4113,1723,114.98,214,47,204,25,224,53,motor,0.552
4160,1723,114.98,271,90,259,52,283,100,motor,0.338
3127,1724,115.05,777,480,750,503,804,534,motor,0.834
3595,1724,115.05,242,648,234,695,251,720,motor,0.374
3669,1724,115.05,588,329,572,350,604,366,motor,0.488
3750,1724,115.05,209,605,196,632,222,673,motor,0.624
3759,1724,115.05,75,408,56,436,94,454,motor,0.41
3765,1724,115.05,689,356,667,375,711,396,motor,0.764
3887,1724,115.05,252,603,242,633,263,670,motor,0.544
4091,1724,115.05,378,425,372,461,384,473,non_motor,0.334
4103,1724,115.05,188,63,169,0,207,71,motor,0.351
4113,1724,115.05,214,49,203,26,225,55,motor,0.548
4160,1724,115.05,271,90,259,52,283,101,motor,0.294
3127,1725,115.12,778,480,752,503,805,534,motor,0.798
3595,1725,115.12,244,648,236,697,253,720,motor,0.369
3669,1725,115.12,587,329,572,350,603,366,motor,0.507
3750,1725,115.12,209,607,196,635,223,675,motor,0.711
3759,1725,115.12,75,408,56,435,94,454,motor,0.259
3765,1725,115.12,686,355,665,375,708,395,motor,0.734
3887,1725,115.12,253,605,242,635,264,673,motor,0.646
4075,1725,115.12,197,142,183,115,211,158,motor,0.633
4091,1725,115.12,378,425,372,461,384,473,non_motor,0.348
4103,1725,115.12,188,51,173,0,203,57,motor,0.467
4113,1725,115.12,214,53,203,26,226,59,motor,0.679
4167,1725,115.12,471,227,457,228,485,253,motor,0.473
3127,1726,115.18,780,480,753,504,807,534,motor,0.792
3669,1726,115.18,586,329,571,350,601,366,motor,0.463
3746,1726,115.18,1139,475,1093,488,1185,528,motor,0.95
3750,1726,115.18,209,612,196,638,223,680,motor,0.745
3759,1726,115.18,75,408,56,435,95,454,motor,0.324
3765,1726,115.18,684,356,662,375,707,396,motor,0.837
3887,1726,115.18,253,607,242,637,264,675,motor,0.595
4075,1726,115.18,196,144,182,116,211,160,motor,0.595
4076,1726,115.18,236,76,225,44,248,85,motor,0.272
4091,1726,115.18,378,425,372,461,384,473,non_motor,0.304
4103,1726,115.18,186,41,174,2,198,46,motor,0.516
4113,1726,115.18,215,54,203,28,227,61,motor,0.728
4167,1726,115.18,469,227,455,228,483,253,motor,0.434
3127,1727,115.25,782,480,756,505,808,534,motor,0.599
3669,1727,115.25,585,328,571,351,600,365,motor,0.366
3746,1727,115.25,1144,475,1098,489,1191,528,motor,0.951
3750,1727,115.25,209,615,196,641,223,684,motor,0.663
3759,1727,115.25,75,408,56,435,95,454,motor,0.398
3765,1727,115.25,683,357,660,375,706,397,motor,0.723
3887,1727,115.25,253,610,243,642,263,678,motor,0.587
4075,1727,115.25,197,146,182,117,212,163,motor,0.495
4076,1727,115.25,236,75,225,45,248,84,motor,0.267
4091,1727,115.25,378,425,372,461,384,473,non_motor,0.326
4103,1727,115.25,187,38,176,3,198,43,motor,0.509
4113,1727,115.25,215,57,204,31,227,64,motor,0.695
4167,1727,115.25,466,225,452,226,480,251,motor,0.397
3127,1728,115.32,784,480,758,505,810,534,motor,0.413
3746,1728,115.32,1150,476,1103,488,1197,529,motor,0.926
3750,1728,115.32,210,620,197,648,223,689,motor,0.645
3759,1728,115.32,75,408,56,435,95,454,motor,0.332
3765,1728,115.32,681,356,659,375,703,396,motor,0.581
3887,1728,115.32,253,612,244,646,263,681,motor,0.545
4075,1728,115.32,197,149,182,119,212,166,motor,0.275
4076,1728,115.32,236,76,225,46,248,85,motor,0.326
4091,1728,115.32,378,425,373,461,384,473,non_motor,0.293
4103,1728,115.32,187,38,177,4,198,43,motor,0.448
4113,1728,115.32,215,58,204,32,227,65,motor,0.712
3127,1729,115.38,787,480,761,506,813,534,motor,0.319
3669,1729,115.38,584,328,570,350,599,365,motor,0.273
3746,1729,115.38,1155,476,1108,489,1202,529,motor,0.95
3750,1729,115.38,210,623,197,651,223,693,motor,0.767
3759,1729,115.38,75,408,56,435,95,454,motor,0.397
3765,1729,115.38,679,356,658,376,700,396,motor,0.448
3887,1729,115.38,254,615,245,649,264,684,motor,0.405
4075,1729,115.38,197,151,183,123,212,168,motor,0.291
4076,1729,115.38,236,77,225,46,248,86,motor,0.297
4091,1729,115.38,378,424,373,461,384,472,non_motor,0.324
4103,1729,115.38,188,40,177,6,199,45,motor,0.366
4113,1729,115.38,215,60,204,34,227,67,motor,0.718
3669,1730,115.45,584,328,570,350,598,365,motor,0.444
3746,1730,115.45,1160,476,1113,489,1207,529,motor,0.949
3750,1730,115.45,210,627,197,656,223,697,motor,0.703
3759,1730,115.45,75,409,55,435,95,455,motor,0.431
3765,1730,115.45,674,355,654,376,695,395,motor,0.298
3887,1730,115.45,254,618,245,652,264,687,motor,0.408
3935,1730,115.45,240,544,229,569,251,605,motor,0.494
4091,1730,115.45,378,425,372,461,384,473,non_motor,0.317
4103,1730,115.45,188,41,177,7,199,46,motor,0.401
4113,1730,115.45,215,62,204,36,227,69,motor,0.655
3669,1731,115.52,583,327,570,350,597,364,motor,0.459
3746,1731,115.52,1166,477,1119,489,1214,530,motor,0.933
3750,1731,115.52,210,630,197,660,223,701,motor,0.718
3759,1731,115.52,75,409,56,435,95,455,motor,0.418
3765,1731,115.52,670,354,651,376,690,394,motor,0.5
3887,1731,115.52,255,621,246,657,264,690,motor,0.424
3935,1731,115.52,240,547,229,573,251,608,motor,0.479
4076,1731,115.52,237,76,227,49,247,85,motor,0.342
4091,1731,115.52,378,425,372,461,384,473,non_motor,0.298
4103,1731,115.52,187,41,177,8,198,46,motor,0.514
4113,1731,115.52,215,63,204,38,227,71,motor,0.658
4174,1731,115.52,632,311,623,335,642,346,non_motor,0.434
3669,1732,115.58,581,327,568,350,595,364,motor,0.44
3746,1732,115.58,1171,477,1124,489,1218,530,motor,0.971
3750,1732,115.58,210,636,197,665,224,707,motor,0.524
3759,1732,115.58,75,409,56,435,95,455,motor,0.413
3765,1732,115.58,668,355,648,376,688,395,motor,0.553
3887,1732,115.58,255,625,246,661,265,695,motor,0.431
3935,1732,115.58,240,550,230,579,251,612,motor,0.44
4076,1732,115.58,237,76,227,51,247,85,motor,0.389
4091,1732,115.58,378,425,372,461,384,473,non_motor,0.29
4103,1732,115.58,187,42,177,10,198,47,motor,0.679
4113,1732,115.58,215,66,204,41,227,74,motor,0.551
4174,1732,115.58,632,311,623,335,642,346,non_motor,0.353
3669,1733,115.65,579,327,566,350,593,364,motor,0.279
3746,1733,115.65,1174,477,1128,489,1221,530,motor,0.958
3750,1733,115.65,210,640,197,669,224,712,motor,0.623
3759,1733,115.65,75,409,56,435,95,455,motor,0.441
3765,1733,115.65,666,354,646,376,686,394,motor,0.61
3887,1733,115.65,256,629,247,665,266,699,motor,0.312
3935,1733,115.65,240,555,229,583,251,617,motor,0.544
4076,1733,115.65,237,75,228,52,246,84,motor,0.327
4091,1733,115.65,378,425,372,461,384,473,non_motor,0.299
4103,1733,115.65,188,44,178,13,198,49,motor,0.458
4113,1733,115.65,216,70,205,43,228,78,motor,0.453
4174,1733,115.65,631,309,623,334,640,344,non_motor,0.364
3127,1734,115.72,799,483,774,509,824,537,motor,0.28
3746,1734,115.72,1180,477,1134,489,1227,530,motor,0.937
3750,1734,115.72,211,643,198,673,224,715,motor,0.345
3759,1734,115.72,75,409,56,435,95,455,motor,0.387
3765,1734,115.72,663,354,644,376,683,394,motor,0.526
3935,1734,115.72,240,559,229,586,251,622,motor,0.658
4091,1734,115.72,378,425,372,461,384,473,non_motor,0.303
4103,1734,115.72,187,47,177,16,198,53,motor,0.456
4113,1734,115.72,216,72,205,46,228,80,motor,0.624
4174,1734,115.72,631,307,623,333,639,342,non_motor,0.336
3746,1735,115.78,1185,477,1139,490,1232,530,motor,0.953
3759,1735,115.78,75,409,56,435,95,455,motor,0.359
3765,1735,115.78,661,353,642,376,680,393,motor,0.505
3935,1735,115.78,240,562,229,588,251,625,motor,0.697
4091,1735,115.78,378,425,372,461,384,473,non_motor,0.263
4103,1735,115.78,188,48,178,18,198,54,motor,0.578
4113,1735,115.78,216,72,205,48,227,81,motor,0.675
4174,1735,115.78,629,306,622,332,637,340,non_motor,0.323
3746,1736,115.85,1189,477,1144,490,1235,530,motor,0.945
3750,1736,115.85,211,648,198,679,224,720,motor,0.322
3759,1736,115.85,75,409,56,435,95,455,motor,0.441
3935,1736,115.85,239,566,228,591,251,629,motor,0.551
4091,1736,115.85,378,425,372,461,384,473,non_motor,0.26
4103,1736,115.85,188,48,178,20,198,54,motor,0.611
4113,1736,115.85,216,74,205,50,227,83,motor,0.582
4174,1736,115.85,627,304,620,330,635,338,non_motor,0.372
3746,1737,115.92,1194,477,1150,491,1239,530,motor,0.948
3750,1737,115.92,211,648,200,686,222,720,motor,0.539
3759,1737,115.92,75,409,56,435,95,455,motor,0.374
3765,1737,115.92,654,352,636,375,673,392,motor,0.395
3935,1737,115.92,239,568,228,594,251,632,motor,0.711
3936,1737,115.92,213,535,204,562,223,595,motor,0.521
4091,1737,115.92,378,425,372,461,384,473,non_motor,0.27
4103,1737,115.92,188,50,179,23,198,56,motor,0.492
4113,1737,115.92,216,75,206,52,227,84,motor,0.454
4180,1737,115.92,216,257,199,248,233,286,motor,0.421
3746,1738,115.98,1200,477,1158,493,1243,530,motor,0.972
3750,1738,115.98,211,648,201,690,221,720,motor,0.372
3759,1738,115.98,76,409,56,434,96,455,motor,0.294
3765,1738,115.98,653,352,634,375,672,392,motor,0.552
3832,1738,115.98,689,374,669,395,710,416,motor,0.761
3935,1738,115.98,239,574,228,600,251,638,motor,0.68
3936,1738,115.98,213,537,204,566,223,597,motor,0.558
4091,1738,115.98,378,425,372,461,384,473,non_motor,0.276
4103,1738,115.98,188,51,179,24,198,57,motor,0.375
4113,1738,115.98,217,77,207,55,227,86,motor,0.47
4180,1738,115.98,216,258,200,251,233,287,motor,0.291
3746,1739,116.05,1205,477,1162,493,1248,530,motor,0.97
3759,1739,116.05,76,409,56,434,96,455,motor,0.268
3765,1739,116.05,651,352,632,375,671,392,motor,0.506
3832,1739,116.05,686,373,667,396,705,415,motor,0.478
3935,1739,116.05,239,576,228,605,250,641,motor,0.632
3936,1739,116.05,214,540,205,570,223,601,motor,0.516
4076,1739,116.05,236,83,226,59,247,93,motor,0.392
4091,1739,116.05,378,425,372,461,384,473,non_motor,0.282
4103,1739,116.05,188,54,178,26,199,60,motor,0.416
4113,1739,116.05,216,81,206,57,227,90,motor,0.31
4180,1739,116.05,216,260,201,256,232,289,motor,0.361
3746,1740,116.12,1210,477,1167,493,1253,530,motor,0.955
3765,1740,116.12,648,352,629,375,668,392,motor,0.519
3832,1740,116.12,683,373,665,396,702,415,motor,0.538
3935,1740,116.12,239,580,228,610,250,645,motor,0.544
3936,1740,116.12,214,545,204,573,224,606,motor,0.717
4076,1740,116.12,236,84,226,59,247,94,motor,0.309
4091,1740,116.12,378,425,372,461,384,473,non_motor,0.282
4103,1740,116.12,188,54,178,27,198,61,motor,0.471
4113,1740,116.12,217,84,206,59,228,94,motor,0.362
4180,1740,116.12,216,263,201,260,232,293,motor,0.418
3746,1741,116.18,1216,477,1173,494,1259,530,motor,0.96
3832,1741,116.18,680,373,662,396,699,415,motor,0.354
3935,1741,116.18,239,584,228,615,250,649,motor,0.571
3936,1741,116.18,214,548,204,575,224,609,motor,0.71
4076,1741,116.18,236,87,225,60,247,97,motor,0.338
4091,1741,116.18,378,425,372,461,384,473,non_motor,0.258
4103,1741,116.18,189,55,179,31,199,62,motor,0.369
4113,1741,116.18,217,85,206,61,228,95,motor,0.486
4180,1741,116.18,217,265,201,261,233,295,motor,0.487
3746,1742,116.25,1221,477,1177,494,1265,531,motor,0.963
3832,1742,116.25,677,373,659,396,695,415,motor,0.495
3935,1742,116.25,239,588,228,619,250,654,motor,0.713
3936,1742,116.25,214,549,205,580,223,611,motor,0.628
4046,1742,116.25,353,66,330,13,377,74,motor,0.302
4076,1742,116.25,235,92,223,60,248,103,motor,0.373
4091,1742,116.25,378,425,373,461,384,473,non_motor,0.257
4113,1742,116.25,217,89,206,63,229,99,motor,0.515
4180,1742,116.25,217,268,203,267,231,298,motor,0.294
3746,1743,116.32,1226,477,1181,494,1271,531,motor,0.94
3832,1743,116.32,673,373,655,396,691,415,motor,0.367
3935,1743,116.32,239,591,228,623,250,657,motor,0.646
3936,1743,116.32,214,552,205,584,223,614,motor,0.605
4046,1743,116.32,355,82,325,10,385,92,motor,0.39
4076,1743,116.32,235,95,222,62,248,106,motor,0.424
4091,1743,116.32,378,425,373,461,384,473,non_motor,0.301
4113,1743,116.32,217,90,206,64,229,101,motor,0.4
4180,1743,116.32,217,270,204,271,231,300,motor,0.287
3746,1744,116.38,1230,477,1186,494,1275,530,motor,0.915
3765,1744,116.38,638,353,615,373,661,393,motor,0.389
3832,1744,116.38,669,372,651,395,687,414,motor,0.438
3935,1744,116.38,239,593,229,629,249,659,motor,0.543
3936,1744,116.38,213,558,204,588,223,620,motor,0.691
4046,1744,116.38,355,83,325,6,385,93,motor,0.445
4076,1744,116.38,234,97,222,65,247,108,motor,0.465
4091,1744,116.38,378,425,373,461,384,473,non_motor,0.275
4113,1744,116.38,217,92,206,68,228,103,motor,0.461
4180,1744,116.38,217,271,203,272,231,302,motor,0.375
3746,1745,116.45,1234,477,1190,494,1279,531,motor,0.923
3765,1745,116.45,636,353,612,371,661,393,motor,0.614
3832,1745,116.45,665,372,647,395,684,414,motor,0.662
3935,1745,116.45,239,598,228,632,250,665,motor,0.492
3936,1745,116.45,214,560,204,590,224,623,motor,0.764
4046,1745,116.45,354,78,326,3,382,87,motor,0.422
4076,1745,116.45,235,97,223,68,247,108,motor,0.589
4113,1745,116.45,217,94,207,73,227,105,motor,0.344
4180,1745,116.45,216,274,202,276,230,305,motor,0.454
3746,1746,116.52,1236,477,1193,494,1280,531,motor,0.931
3765,1746,116.52,634,353,610,371,659,393,motor,0.401
3832,1746,116.52,661,373,642,395,680,415,motor,0.56
3935,1746,116.52,240,603,229,636,251,670,motor,0.534
3936,1746,116.52,214,564,204,593,224,627,motor,0.701
4076,1746,116.52,235,97,224,70,247,108,motor,0.478
4091,1746,116.52,378,425,373,461,384,473,non_motor,0.259
4113,1746,116.52,217,98,207,75,228,109,motor,0.309
4180,1746,116.52,216,276,203,279,230,307,motor,0.442
4206,1746,116.52,429,193,417,192,442,215,motor,0.559
3746,1747,116.58,1238,477,1196,494,1280,531,motor,0.944
3832,1747,116.58,658,373,639,395,678,415,motor,0.679
3935,1747,116.58,239,605,228,639,251,673,motor,0.465
3936,1747,116.58,214,567,205,597,224,630,motor,0.688
4076,1747,116.58,236,97,225,72,247,108,motor,0.456
4091,1747,116.58,378,425,373,461,384,473,non_motor,0.256
4113,1747,116.58,217,99,207,77,227,110,motor,0.351
4206,1747,116.58,428,192,416,190,441,214,motor,0.493
3746,1748,116.65,1240,477,1200,495,1280,530,motor,0.913
3832,1748,116.65,654,373,635,395,674,415,motor,0.664
3935,1748,116.65,239,608,229,644,250,676,motor,0.526
3936,1748,116.65,214,570,205,601,224,634,motor,0.653
4076,1748,116.65,236,97,226,74,247,108,motor,0.359
4113,1748,116.65,217,99,207,78,227,111,motor,0.365
4206,1748,116.65,427,190,415,188,440,212,motor,0.444
3746,1749,116.72,1241,477,1203,495,1280,531,motor,0.901
3832,1749,116.72,651,373,632,395,671,415,motor,0.594
3935,1749,116.72,239,613,228,647,250,682,motor,0.549
3936,1749,116.72,214,574,205,605,224,638,motor,0.775
4046,1749,116.72,356,82,327,0,386,92,motor,0.358
4076,1749,116.72,235,97,225,75,246,108,motor,0.386
4091,1749,116.72,378,425,372,461,384,473,non_motor,0.267
4113,1749,116.72,217,99,207,79,227,111,motor,0.335
4206,1749,116.72,425,189,412,186,438,210,motor,0.409
3746,1750,116.78,1243,477,1207,495,1280,531,motor,0.917
3832,1750,116.78,649,372,630,395,668,414,motor,0.728
3935,1750,116.78,239,617,228,651,250,686,motor,0.635
3936,1750,116.78,214,576,205,608,224,641,motor,0.725
4046,1750,116.78,356,81,328,0,385,90,motor,0.284
4050,1750,116.78,197,536,187,564,207,596,motor,0.314
4076,1750,116.78,236,97,226,75,247,108,motor,0.355
4091,1750,116.78,378,425,373,461,384,473,non_motor,0.251
4113,1750,116.78,217,101,207,80,227,113,motor,0.348
4206,1750,116.78,423,187,410,182,437,208,motor,0.537
3746,1751,116.85,1246,477,1212,497,1280,531,motor,0.892
3832,1751,116.85,644,372,624,394,665,414,motor,0.675
3935,1751,116.85,239,620,228,654,250,689,motor,0.591
3936,1751,116.85,215,579,206,612,224,644,motor,0.714
4046,1751,116.85,356,79,329,0,383,88,motor,0.516
4050,1751,116.85,196,537,187,567,206,597,motor,0.416
4076,1751,116.85,236,98,226,76,247,109,motor,0.323
4113,1751,116.85,217,102,208,82,227,114,motor,0.413
4206,1751,116.85,420,184,407,180,434,205,motor,0.364
3746,1752,116.92,1248,477,1217,498,1280,530,motor,0.814
3832,1752,116.92,639,373,618,393,661,415,motor,0.843
3935,1752,116.92,239,623,229,660,250,693,motor,0.55
3936,1752,116.92,215,583,206,616,224,648,motor,0.59
4046,1752,116.92,356,78,330,0,382,87,motor,0.522
4050,1752,116.92,196,540,187,570,206,601,motor,0.415
4076,1752,116.92,236,98,226,77,247,109,motor,0.305
4113,1752,116.92,218,102,209,83,227,114,motor,0.429
4180,1752,116.92,216,284,205,295,227,316,motor,0.336
4206,1752,116.92,419,183,405,178,433,204,motor,0.401
3746,1753,116.98,1251,477,1222,499,1280,530,motor,0.696
3832,1753,116.98,634,373,612,393,657,415,motor,0.844
3935,1753,116.98,240,628,229,664,251,698,motor,0.493
3936,1753,116.98,214,588,205,620,224,654,motor,0.73
4046,1753,116.98,356,74,332,0,380,83,motor,0.475
4050,1753,116.98,197,545,187,575,207,606,motor,0.386
4076,1753,116.98,235,99,225,77,246,110,motor,0.349
4168,1753,116.98,309,344,297,351,322,383,motor,0.501
4221,1753,116.98,226,248,204,208,249,276,motor,0.484
3746,1754,117.05,1252,477,1225,500,1280,530,motor,0.61
3832,1754,117.05,630,372,608,393,653,414,motor,0.871
3935,1754,117.05,239,630,229,669,249,701,motor,0.424
3936,1754,117.05,214,591,205,624,224,657,motor,0.649
4046,1754,117.05,355,72,332,0,378,80,motor,0.507
4050,1754,117.05,197,549,187,578,207,610,motor,0.288
4076,1754,117.05,237,99,227,78,248,111,motor,0.511
4168,1754,117.05,311,345,300,354,323,384,motor,0.446
4206,1754,117.05,415,180,401,172,430,200,motor,0.495
4221,1754,117.05,227,243,207,210,247,270,motor,0.486
3746,1755,117.12,1253,477,1227,500,1280,530,motor,0.438
3832,1755,117.12,629,372,607,393,651,414,motor,0.832
3935,1755,117.12,239,634,229,674,249,705,motor,0.314
3936,1755,117.12,215,594,206,628,224,660,motor,0.554
4046,1755,117.12,355,69,333,0,377,77,motor,0.546
4050,1755,117.12,197,552,187,582,207,614,motor,0.393
4076,1755,117.12,238,99,228,79,249,111,motor,0.542
4168,1755,117.12,313,347,301,355,325,386,motor,0.441
4206,1755,117.12,413,178,399,170,428,198,motor,0.37
3832,1756,117.18,626,371,605,393,648,413,motor,0.563
3935,1756,117.18,239,640,228,679,250,712,motor,0.387
3936,1756,117.18,214,597,205,632,224,664,motor,0.513
4046,1756,117.18,355,67,334,0,376,75,motor,0.471
4050,1756,117.18,197,556,187,585,207,618,motor,0.471
4076,1756,117.18,239,99,229,80,249,111,motor,0.447
4168,1756,117.18,315,350,303,357,328,389,motor,0.336
4206,1756,117.18,412,176,398,168,427,196,motor,0.375
3832,1757,117.25,625,371,604,392,646,413,motor,0.48
3935,1757,117.25,239,645,228,683,250,717,motor,0.448
3936,1757,117.25,215,602,205,635,225,669,motor,0.667
4046,1757,117.25,353,64,333,0,374,72,motor,0.524
4050,1757,117.25,197,560,187,589,207,623,motor,0.523
4076,1757,117.25,239,100,229,80,249,112,motor,0.37
4168,1757,117.25,317,351,305,360,330,391,motor,0.33
4206,1757,117.25,410,174,396,167,425,194,motor,0.401
3832,1758,117.32,624,370,604,392,644,412,motor,0.449
3935,1758,117.32,239,648,229,687,250,720,motor,0.377
3936,1758,117.32,215,605,205,638,225,673,motor,0.698
4046,1758,117.32,352,63,332,0,373,71,motor,0.495
4050,1758,117.32,197,562,188,593,207,625,motor,0.484
4076,1758,117.32,239,100,229,82,249,112,motor,0.377
4168,1758,117.32,319,353,307,363,331,393,motor,0.402
4206,1758,117.32,409,173,394,165,424,193,motor,0.282
4231,1758,117.32,250,12,238,0,263,14,motor,0.36
3832,1759,117.38,622,369,603,392,642,411,motor,0.573
3935,1759,117.38,239,648,229,691,249,720,motor,0.387
3936,1759,117.38,214,607,205,643,224,675,motor,0.545
4046,1759,117.38,352,59,334,0,371,66,motor,0.458
4050,1759,117.38,197,566,188,598,207,629,motor,0.428
4076,1759,117.38,239,101,230,83,248,113,motor,0.451
4168,1759,117.38,320,356,308,365,333,396,motor,0.586
4231,1759,117.38,251,13,237,0,265,15,motor,0.424
3832,1760,117.45,620,370,600,392,640,412,motor,0.359
3936,1760,117.45,214,610,205,648,224,678,motor,0.381
4046,1760,117.45,352,59,334,0,371,66,motor,0.381
4050,1760,117.45,197,569,188,600,207,633,motor,0.458
4076,1760,117.45,239,101,230,85,248,113,motor,0.439
4168,1760,117.45,322,358,310,367,335,398,motor,0.622
4231,1760,117.45,251,15,236,0,266,17,motor,0.496
3832,1761,117.52,614,369,596,393,633,411,motor,0.452
3936,1761,117.52,214,614,205,651,224,683,motor,0.461
4046,1761,117.52,351,55,333,0,369,62,motor,0.295
4050,1761,117.52,197,574,188,606,207,638,motor,0.486
4076,1761,117.52,239,104,230,87,248,116,motor,0.312
4168,1761,117.52,324,359,312,369,337,399,motor,0.516
4231,1761,117.52,250,18,233,0,268,20,motor,0.736
3832,1762,117.58,611,369,594,393,629,410,motor,0.478
3936,1762,117.58,215,618,205,654,225,687,motor,0.436
4046,1762,117.58,351,52,335,0,368,58,motor,0.397
4050,1762,117.58,197,576,188,610,207,641,motor,0.414
4168,1762,117.58,326,360,314,371,339,401,motor,0.609
4231,1762,117.58,251,19,232,0,270,22,motor,0.819
4240,1762,117.58,218,137,208,111,229,153,motor,0.544
3832,1763,117.65,609,368,592,393,627,409,motor,0.433
3936,1763,117.65,214,621,205,658,224,690,motor,0.311
4046,1763,117.65,352,49,336,0,368,55,motor,0.286
4050,1763,117.65,197,579,188,614,207,644,motor,0.504
4168,1763,117.65,329,362,316,372,342,403,motor,0.597
4231,1763,117.65,250,22,229,0,272,25,motor,0.882
4240,1763,117.65,218,138,208,113,229,154,motor,0.568
3936,1764,117.72,214,624,205,662,224,694,motor,0.284
4046,1764,117.72,351,43,337,0,365,48,motor,0.348
4050,1764,117.72,198,583,188,617,208,648,motor,0.454
4168,1764,117.72,331,364,318,374,344,405,motor,0.387
4231,1764,117.72,250,25,228,0,273,28,motor,0.866
4240,1764,117.72,219,139,209,115,229,155,motor,0.558
3832,1765,117.78,604,368,587,393,621,409,motor,0.371
3936,1765,117.78,214,629,205,666,224,699,motor,0.256
4046,1765,117.78,350,40,337,0,364,45,motor,0.521
4050,1765,117.78,199,587,189,620,209,653,motor,0.511
4168,1765,117.78,333,365,320,376,346,406,motor,0.371
4206,1765,117.78,398,158,385,152,411,176,motor,0.318
4231,1765,117.78,250,27,226,0,274,30,motor,0.844
4240,1765,117.78,220,143,210,119,230,159,motor,0.619
3832,1766,117.85,603,368,586,393,620,409,motor,0.417
3936,1766,117.85,214,631,205,671,224,702,motor,0.325
4046,1766,117.85,349,37,337,0,362,42,motor,0.614
4050,1766,117.85,199,590,189,624,209,656,motor,0.502
4168,1766,117.85,335,367,322,378,348,408,motor,0.468
4231,1766,117.85,250,28,226,0,275,32,motor,0.856
4240,1766,117.85,219,144,209,120,230,161,motor,0.691
3832,1767,117.92,600,367,584,393,617,408,motor,0.309
4046,1767,117.92,349,36,337,0,362,40,motor,0.591
4050,1767,117.92,199,594,189,629,209,660,motor,0.518
4168,1767,117.92,336,368,324,380,349,409,motor,0.394
4231,1767,117.92,250,31,225,0,276,35,motor,0.729
4240,1767,117.92,220,144,210,121,230,161,motor,0.679
3832,1768,117.98,597,367,580,393,614,408,motor,0.295
4046,1768,117.98,349,34,337,0,361,38,motor,0.618
4050,1768,117.98,199,598,189,633,209,665,motor,0.421
4168,1768,117.98,338,369,326,383,351,411,motor,0.349
4231,1768,117.98,251,33,225,0,277,37,motor,0.596
4240,1768,117.98,220,148,210,125,230,165,motor,0.788
4046,1769,118.05,347,31,336,0,359,35,motor,0.481
4050,1769,118.05,199,602,189,636,209,669,motor,0.464
4231,1769,118.05,251,36,224,0,278,40,motor,0.818
4240,1769,118.05,220,148,210,126,230,165,motor,0.682
3823,1770,118.12,229,540,215,558,244,601,motor,0.869
4046,1770,118.12,347,28,336,0,358,32,motor,0.607
4050,1770,118.12,199,604,189,640,209,672,motor,0.461
4091,1770,118.12,378,425,372,461,384,473,non_motor,0.271
4168,1770,118.12,342,371,330,387,355,413,motor,0.307
4231,1770,118.12,251,39,225,3,277,44,motor,0.818
4240,1770,118.12,221,151,211,128,231,168,motor,0.564
3823,1771,118.18,229,544,215,562,244,605,motor,0.822
4046,1771,118.18,345,26,335,0,356,29,motor,0.565
4050,1771,118.18,198,606,189,643,208,674,motor,0.389
4168,1771,118.18,345,371,333,388,357,413,motor,0.287
4231,1771,118.18,251,42,227,8,275,47,motor,0.781
4240,1771,118.18,221,154,211,133,231,172,motor,0.601
3823,1772,118.25,230,547,216,566,244,608,motor,0.833
4046,1772,118.25,345,24,335,0,355,27,motor,0.608
4050,1772,118.25,198,609,189,647,208,677,motor,0.368
4168,1772,118.25,348,373,335,389,361,415,motor,0.286
4231,1772,118.25,250,44,229,13,272,49,motor,0.803
4240,1772,118.25,220,156,211,137,230,174,motor,0.669
